"LOCATION","Location","OFFENCE","Offence","SCENE","Scene","YEAR","Year","MEASURE","Measure",Value,Flags
"DA","Counties/Manukau District","03","Sexual assault and related offences","Z","Total Scene","2003","YE 30 June 2003","RECORDED","Recorded",292,
"DA","Counties/Manukau District","03","Sexual assault and related offences","Z","Total Scene","2004","YE 30 June 2004","RECORDED","Recorded",334,
"DA","Counties/Manukau District","03","Sexual assault and related offences","Z","Total Scene","2005","YE 30 June 2005","RECORDED","Recorded",304,
"DA","Counties/Manukau District","03","Sexual assault and related offences","Z","Total Scene","2006","YE 30 June 2006","RECORDED","Recorded",533,
"DA","Counties/Manukau District","03","Sexual assault and related offences","Z","Total Scene","2007","YE 30 June 2007","RECORDED","Recorded",469,
"DA","Counties/Manukau District","03","Sexual assault and related offences","Z","Total Scene","2008","YE 30 June 2008","RECORDED","Recorded",419,
"DA","Counties/Manukau District","03","Sexual assault and related offences","Z","Total Scene","2009","YE 30 June 2009","RECORDED","Recorded",406,
"DA","Counties/Manukau District","03","Sexual assault and related offences","Z","Total Scene","2010","YE 30 June 2010","RECORDED","Recorded",496,
"DA","Counties/Manukau District","03","Sexual assault and related offences","Z","Total Scene","2011","YE 30 June 2011","RECORDED","Recorded",458,
"DA","Counties/Manukau District","03","Sexual assault and related offences","Z","Total Scene","2012","YE 30 June 2012","RECORDED","Recorded",413,
"DA","Counties/Manukau District","03","Sexual assault and related offences","Z","Total Scene","2013","YE 30 June 2013","RECORDED","Recorded",480,
"DA","Counties/Manukau District","01","Homicide and related offences","Z","Total Scene","2012","YE 30 June 2012","RECORDED","Recorded",5,
"DA","Counties/Manukau District","01","Homicide and related offences","Z","Total Scene","2013","YE 30 June 2013","RECORDED","Recorded",10,
"DA","Counties/Manukau District","01","Homicide and related offences","Z","Total Scene","2014","YE 30 June 2014","RECORDED","Recorded",4,
"DA","Counties/Manukau District","Z","Total Offences","Z","Total Scene","1995","YE 30 June 1995","RECORDED","Recorded",40498,
"DA","Counties/Manukau District","Z","Total Offences","Z","Total Scene","1996","YE 30 June 1996","RECORDED","Recorded",47159,
"DA","Counties/Manukau District","Z","Total Offences","Z","Total Scene","1997","YE 30 June 1997","RECORDED","Recorded",50232,
"DA","Counties/Manukau District","Z","Total Offences","Z","Total Scene","1998","YE 30 June 1998","RECORDED","Recorded",48019,
"DA","Counties/Manukau District","Z","Total Offences","Z","Total Scene","1999","YE 30 June 1999","RECORDED","Recorded",47055,
"DA","Counties/Manukau District","Z","Total Offences","Z","Total Scene","2000","YE 30 June 2000","RECORDED","Recorded",44882,
"DA","Counties/Manukau District","Z","Total Offences","Z","Total Scene","2001","YE 30 June 2001","RECORDED","Recorded",45962,
"DA","Counties/Manukau District","Z","Total Offences","Z","Total Scene","2002","YE 30 June 2002","RECORDED","Recorded",47406,
"DA","Counties/Manukau District","Z","Total Offences","Z","Total Scene","2003","YE 30 June 2003","RECORDED","Recorded",51438,
"DA","Counties/Manukau District","Z","Total Offences","Z","Total Scene","2004","YE 30 June 2004","RECORDED","Recorded",44278,
"DA","Counties/Manukau District","Z","Total Offences","Z","Total Scene","2005","YE 30 June 2005","RECORDED","Recorded",43657,
"DA","Counties/Manukau District","Z","Total Offences","Z","Total Scene","2006","YE 30 June 2006","RECORDED","Recorded",54294,
"DA","Counties/Manukau District","Z","Total Offences","Z","Total Scene","2007","YE 30 June 2007","RECORDED","Recorded",51634,
"DA","Counties/Manukau District","Z","Total Offences","Z","Total Scene","2008","YE 30 June 2008","RECORDED","Recorded",51677,
"DA","Counties/Manukau District","Z","Total Offences","Z","Total Scene","2009","YE 30 June 2009","RECORDED","Recorded",54409,
"DA","Counties/Manukau District","04","Dangerous or negligent acts endangering persons","Z","Total Scene","2012","YE 30 June 2012","RECORDED","Recorded",202,
"DA","Counties/Manukau District","04","Dangerous or negligent acts endangering persons","Z","Total Scene","2013","YE 30 June 2013","RECORDED","Recorded",164,
"DA","Counties/Manukau District","04","Dangerous or negligent acts endangering persons","Z","Total Scene","2014","YE 30 June 2014","RECORDED","Recorded",151,
"DA","Counties/Manukau District","Z","Total Offences","Z","Total Scene","2010","YE 30 June 2010","RECORDED","Recorded",53660,
"DA","Counties/Manukau District","Z","Total Offences","Z","Total Scene","2011","YE 30 June 2011","RECORDED","Recorded",51317,
"DA","Counties/Manukau District","Z","Total Offences","Z","Total Scene","2012","YE 30 June 2012","RECORDED","Recorded",46482,
"DA","Counties/Manukau District","Z","Total Offences","Z","Total Scene","2013","YE 30 June 2013","RECORDED","Recorded",44003,
"DA","Counties/Manukau District","Z","Total Offences","Z","Total Scene","2014","YE 30 June 2014","RECORDED","Recorded",42774,
"DA","Counties/Manukau District","01","Homicide and related offences","Z","Total Scene","1995","YE 30 June 1995","RECORDED","Recorded",11,
"DA","Counties/Manukau District","01","Homicide and related offences","Z","Total Scene","1996","YE 30 June 1996","RECORDED","Recorded",4,
"DA","Counties/Manukau District","01","Homicide and related offences","Z","Total Scene","1997","YE 30 June 1997","RECORDED","Recorded",17,
"DA","Counties/Manukau District","01","Homicide and related offences","Z","Total Scene","1998","YE 30 June 1998","RECORDED","Recorded",10,
"DA","Counties/Manukau District","01","Homicide and related offences","Z","Total Scene","1999","YE 30 June 1999","RECORDED","Recorded",8,
"DA","Counties/Manukau District","01","Homicide and related offences","Z","Total Scene","2000","YE 30 June 2000","RECORDED","Recorded",11,
"DA","Counties/Manukau District","01","Homicide and related offences","Z","Total Scene","2001","YE 30 June 2001","RECORDED","Recorded",4,
"DA","Counties/Manukau District","01","Homicide and related offences","Z","Total Scene","2002","YE 30 June 2002","RECORDED","Recorded",18,
"DA","Counties/Manukau District","01","Homicide and related offences","Z","Total Scene","2003","YE 30 June 2003","RECORDED","Recorded",10,
"DA","Counties/Manukau District","01","Homicide and related offences","Z","Total Scene","2004","YE 30 June 2004","RECORDED","Recorded",19,
"DA","Counties/Manukau District","01","Homicide and related offences","Z","Total Scene","2005","YE 30 June 2005","RECORDED","Recorded",9,
"DA","Counties/Manukau District","01","Homicide and related offences","Z","Total Scene","2006","YE 30 June 2006","RECORDED","Recorded",17,
"DA","Counties/Manukau District","01","Homicide and related offences","Z","Total Scene","2007","YE 30 June 2007","RECORDED","Recorded",19,
"DA","Counties/Manukau District","01","Homicide and related offences","Z","Total Scene","2008","YE 30 June 2008","RECORDED","Recorded",22,
"DA","Counties/Manukau District","01","Homicide and related offences","Z","Total Scene","2009","YE 30 June 2009","RECORDED","Recorded",13,
"DA","Counties/Manukau District","01","Homicide and related offences","Z","Total Scene","2010","YE 30 June 2010","RECORDED","Recorded",8,
"DA","Counties/Manukau District","02","Acts intended to cause injury","Z","Total Scene","1995","YE 30 June 1995","RECORDED","Recorded",3106,
"DA","Counties/Manukau District","02","Acts intended to cause injury","Z","Total Scene","1996","YE 30 June 1996","RECORDED","Recorded",3480,
"DA","Counties/Manukau District","02","Acts intended to cause injury","Z","Total Scene","1997","YE 30 June 1997","RECORDED","Recorded",3775,
"DA","Counties/Manukau District","02","Acts intended to cause injury","Z","Total Scene","1998","YE 30 June 1998","RECORDED","Recorded",3966,
"DA","Counties/Manukau District","02","Acts intended to cause injury","Z","Total Scene","1999","YE 30 June 1999","RECORDED","Recorded",4108,
"DA","Counties/Manukau District","02","Acts intended to cause injury","Z","Total Scene","2000","YE 30 June 2000","RECORDED","Recorded",4299,
"DA","Counties/Manukau District","02","Acts intended to cause injury","Z","Total Scene","2001","YE 30 June 2001","RECORDED","Recorded",4440,
"DA","Counties/Manukau District","02","Acts intended to cause injury","Z","Total Scene","2002","YE 30 June 2002","RECORDED","Recorded",4340,
"DA","Counties/Manukau District","02","Acts intended to cause injury","Z","Total Scene","2003","YE 30 June 2003","RECORDED","Recorded",4302,
"DA","Counties/Manukau District","02","Acts intended to cause injury","Z","Total Scene","2004","YE 30 June 2004","RECORDED","Recorded",3773,
"DA","Counties/Manukau District","02","Acts intended to cause injury","Z","Total Scene","2005","YE 30 June 2005","RECORDED","Recorded",4169,
"DA","Counties/Manukau District","02","Acts intended to cause injury","Z","Total Scene","2006","YE 30 June 2006","RECORDED","Recorded",4909,
"DA","Counties/Manukau District","03","Sexual assault and related offences","Z","Total Scene","2014","YE 30 June 2014","RECORDED","Recorded",506,
"DA","Counties/Manukau District","04","Dangerous or negligent acts endangering persons","Z","Total Scene","1995","YE 30 June 1995","RECORDED","Recorded",114,
"DA","Counties/Manukau District","04","Dangerous or negligent acts endangering persons","Z","Total Scene","1996","YE 30 June 1996","RECORDED","Recorded",101,
"DA","Counties/Manukau District","04","Dangerous or negligent acts endangering persons","Z","Total Scene","1997","YE 30 June 1997","RECORDED","Recorded",108,
"DA","Counties/Manukau District","04","Dangerous or negligent acts endangering persons","Z","Total Scene","1998","YE 30 June 1998","RECORDED","Recorded",86,
"DA","Counties/Manukau District","06","Robbery, extortion and related offences","Z","Total Scene","2013","YE 30 June 2013","RECORDED","Recorded",431,
"DA","Counties/Manukau District","06","Robbery, extortion and related offences","Z","Total Scene","2014","YE 30 June 2014","RECORDED","Recorded",525,
"DA","Counties/Manukau District","04","Dangerous or negligent acts endangering persons","Z","Total Scene","1999","YE 30 June 1999","RECORDED","Recorded",82,
"DA","Counties/Manukau District","04","Dangerous or negligent acts endangering persons","Z","Total Scene","2000","YE 30 June 2000","RECORDED","Recorded",96,
"DA","Counties/Manukau District","04","Dangerous or negligent acts endangering persons","Z","Total Scene","2001","YE 30 June 2001","RECORDED","Recorded",99,
"DA","Counties/Manukau District","04","Dangerous or negligent acts endangering persons","Z","Total Scene","2002","YE 30 June 2002","RECORDED","Recorded",147,
"DA","Counties/Manukau District","04","Dangerous or negligent acts endangering persons","Z","Total Scene","2003","YE 30 June 2003","RECORDED","Recorded",143,
"DA","Counties/Manukau District","04","Dangerous or negligent acts endangering persons","Z","Total Scene","2004","YE 30 June 2004","RECORDED","Recorded",136,
"DA","Counties/Manukau District","04","Dangerous or negligent acts endangering persons","Z","Total Scene","2005","YE 30 June 2005","RECORDED","Recorded",154,
"DA","Counties/Manukau District","04","Dangerous or negligent acts endangering persons","Z","Total Scene","2006","YE 30 June 2006","RECORDED","Recorded",105,
"DA","Counties/Manukau District","04","Dangerous or negligent acts endangering persons","Z","Total Scene","2007","YE 30 June 2007","RECORDED","Recorded",140,
"DA","Counties/Manukau District","04","Dangerous or negligent acts endangering persons","Z","Total Scene","2008","YE 30 June 2008","RECORDED","Recorded",133,
"DA","Counties/Manukau District","04","Dangerous or negligent acts endangering persons","Z","Total Scene","2009","YE 30 June 2009","RECORDED","Recorded",130,
"DA","Counties/Manukau District","04","Dangerous or negligent acts endangering persons","Z","Total Scene","2010","YE 30 June 2010","RECORDED","Recorded",151,
"DA","Counties/Manukau District","04","Dangerous or negligent acts endangering persons","Z","Total Scene","2011","YE 30 June 2011","RECORDED","Recorded",174,
"DA","Counties/Manukau District","05","Abduction, harassment and other related offences against a person","Z","Total Scene","1995","YE 30 June 1995","RECORDED","Recorded",811,
"DA","Counties/Manukau District","05","Abduction, harassment and other related offences against a person","Z","Total Scene","1996","YE 30 June 1996","RECORDED","Recorded",809,
"DA","Counties/Manukau District","05","Abduction, harassment and other related offences against a person","Z","Total Scene","1997","YE 30 June 1997","RECORDED","Recorded",1068,
"DA","Counties/Manukau District","05","Abduction, harassment and other related offences against a person","Z","Total Scene","1998","YE 30 June 1998","RECORDED","Recorded",1058,
"DA","Counties/Manukau District","05","Abduction, harassment and other related offences against a person","Z","Total Scene","1999","YE 30 June 1999","RECORDED","Recorded",1148,
"DA","Counties/Manukau District","05","Abduction, harassment and other related offences against a person","Z","Total Scene","2000","YE 30 June 2000","RECORDED","Recorded",1288,
